rating,latitude,longitude,restaurant_name,address,inspection_type,inspection_date,result
,40.723235,-73.982803,Ikto Lounge Bar,"50 Avenue B, New York, NY 10009, USA",Compliance,2026-02-12 12:34:23,Rat Activity
4.6,40.826518,-73.950136,Yolanda’s Tamales,"Broadway &, W 145th St, New York, NY 10031, USA",Treatments,2026-02-12 12:39:28,Bait applied
3.7,40.819395,-73.916429,Empanadas Monumental,"681 Melrose Ave, Bronx, NY 10455, USA",Initial,2026-02-12 12:44:21,Rat Activity
,40.832552,-73.870133,Granny's Place,"1725 E 172nd St, Bronx, NY 10472, USA",Treatments,2026-02-12 12:45:08,Bait applied
,40.865401,-73.893097,Mars Deli & Grill,"2656 Valentine Ave, Bronx, NY 10458, USA",Treatments,2026-02-12 12:55:49,Bait applied
4.0,40.813339,-73.909864,Penn Pastries,"E 149th St, Bronx, NY 10455, USA",Initial,2026-02-12 13:00:00,Rat Activity
4.2,40.850537,-73.93636,Con Sabor A Mexico,"711 W 181st St, New York, NY 10033, USA",Compliance,2026-02-12 13:30:00,Rat Activity
2.7,40.848826,-73.932855,Caridad,"554 W 181st St, New York, NY 10033, USA",Compliance,2026-02-13 08:00:04,Rat Activity
4.5,40.796878,-73.938169,Milano Pizza Shop,"2255 2nd Ave, New York, NY 10029, USA",Initial,2026-02-13 08:22:13,Rat Activity
3.6,40.739568,-73.789931,Shirazi Karahi House,"184-02 Horace Harding Expy, Fresh Meadows, NY 11365, USA",Compliance,2026-02-13 08:48:01,Failed for Other R
3.2,40.727449,-73.979766,Wing SZN - East Village,"174 Avenue B, New York, NY 10009, USA",Initial,2026-02-13 08:52:38,Failed for Other R
3.2,40.727449,-73.979766,Wing SZN - East Village,"174 Avenue B, New York, NY 10009, USA",Initial,2026-02-13 08:52:38,Failed for Other R
5.0,40.728015,-73.990326,Lazy Bulldog Coffee Shop,"206 E 6th St, New York, NY 10003, USA",Initial,2026-02-13 08:54:03,Failed for Other R
5.0,40.728015,-73.990326,Lazy Bulldog Coffee Shop,"206 E 6th St, New York, NY 10003, USA",Initial,2026-02-13 08:58:47,Failed for Other R
4.4,40.72724,-73.979829,Barnyard Cheese Shop,"168 Avenue B, New York, NY 10009, USA",Initial,2026-02-13 09:02:40,Rat Activity
4.4,40.72724,-73.979829,Barnyard Cheese Shop,"168 Avenue B, New York, NY 10009, USA",Initial,2026-02-13 09:02:40,Rat Activity
4.4,40.72724,-73.979829,Barnyard Cheese Shop,"168 Avenue B, New York, NY 10009, USA",Initial,2026-02-13 09:02:40,Rat Activity
4.4,40.727099,-73.980088,Ninth Street Espresso,"341 E 10th St, New York, NY 10009, USA",Initial,2026-02-13 09:07:01,Rat Activity
,40.832552,-73.870133,Granny's Place,"1725 E 172nd St, Bronx, NY 10472, USA",Treatments,2026-02-13 09:10:17,Bait applied
4.0,40.68094,-73.928815,Brooklyn Residency,"346 Malcolm X Blvd, Brooklyn, NY 11233, USA",Initial,2026-02-13 09:15:39,Rat Activity
3.8,40.796273,-73.937744,Xing Dragon,"305 E 115th St, New York, NY 10029, USA",Initial,2026-02-13 09:20:13,Rat Activity
,40.833534,-73.941346,Plantega (NY1 Gourmet Deli),"1981 Amsterdam Ave, New York, NY 10032, USA",Treatments,2026-02-13 09:20:53,Bait applied
4.0,40.794017,-73.94023,Treats By Trice,"2161 2nd Ave, New York, NY 10029, USA",Initial,2026-02-13 09:21:00,Rat Activity
4.7,40.67791,-73.949928,OFF THE GRILL,"602 Nostrand Ave, Brooklyn, NY 11216, USA",Initial,2026-02-13 09:24:22,Failed for Other R
3.7,40.833923,-73.941007,Dunkin',"1995 Amsterdam Ave, New York, NY 10032, USA",Treatments,2026-02-13 09:35:22,Bait applied
3.5,40.834298,-73.941248,Tortilleria & Rosticeria El Guerrerence,"2002 Amsterdam Ave, New York, NY 10032, USA",Treatments,2026-02-13 09:51:43,Bait applied
4.5,40.674607,-73.96703,St John's Natural Food,"323 St Johns Pl, Brooklyn, NY 11238, USA",Treatments,2026-02-13 10:03:24,Bait applied
4.9,40.693693,-73.943368,Sweets for the Sweeties,"210 Hart St, Brooklyn, NY 11206, USA",Initial,2026-02-13 10:09:11,Rat Activity
3.0,40.836909,-73.938871,Yummy Grill,"2089 Amsterdam Ave, New York, NY 10032, USA",Treatments,2026-02-13 10:20:55,Bait applied
3.0,40.836909,-73.938871,Yummy Grill,"2089 Amsterdam Ave, New York, NY 10032, USA",Treatments,2026-02-13 10:20:55,Bait applied
4.5,40.828632,-73.877038,Toco,"1564 Westchester Ave, Bronx, NY 10472, USA",Treatments,2026-02-13 10:20:57,Bait applied
4.5,40.828632,-73.877038,Toco,"1564 Westchester Ave, Bronx, NY 10472, USA",Treatments,2026-02-13 10:20:57,Bait applied
3.4,40.640372,-73.994248,Tacos el poblanito MX,"4407 New Utrecht Ave, Brooklyn, NY 11220, USA",Initial,2026-02-13 10:21:01,Rat Activity
5.0,40.844384,-73.915212,Lee’s Seafood House,"12 W Mount Eden Ave, Bronx, NY 10452, USA",Initial,2026-02-13 10:22:00,Failed for Other R
3.6,40.81387,-73.956159,Jesus Taco,"1346 Amsterdam Ave, New York, NY 10027, USA",Treatments,2026-02-13 10:34:00,Monitoring visit
3.6,40.81387,-73.956159,Jesus Taco,"1346 Amsterdam Ave, New York, NY 10027, USA",Treatments,2026-02-13 10:34:00,Monitoring visit
4.1,40.728948,-73.950182,Falafel House,"230 Calyer St, Brooklyn, NY 11222, USA",Compliance,2026-02-13 10:34:00,Rat Activity
4.1,40.728948,-73.950182,Falafel House,"230 Calyer St, Brooklyn, NY 11222, USA",Compliance,2026-02-13 10:34:00,Rat Activity
4.0,40.668212,-73.931378,Pitkins Fish & Chicken,"288 Utica Ave, Brooklyn, NY 11213, USA",Initial,2026-02-13 10:34:29,Failed for Rat Act
,40.795085,-73.941734,El Barrio Puff & Paint,"2039 3rd Ave, New York, NY 10029, USA",Initial,2026-02-13 10:46:00,Rat Activity
,40.814226,-73.956106,Blondie’s Divine Desserts,"504 W 126th St, New York, NY 10027, USA",Treatments,2026-02-13 10:50:00,Bait applied
4.9,40.697611,-73.928406,Til Death,"603 Hart St, Brooklyn, NY 11221, USA",Compliance,2026-02-13 11:00:03,Rat Activity
4.4,40.874467,-73.887643,Mr.exotiX,"3102 Villa Ave, Bronx, NY 10468, USA",Treatments,2026-02-13 11:05:42,Bait applied
4.4,40.874467,-73.887643,Mr.exotiX,"3102 Villa Ave, Bronx, NY 10468, USA",Treatments,2026-02-13 11:05:42,Bait applied
4.3,40.858692,-73.898665,Meat Market Jazmin Corporation,"2356 Grand Concourse, Bronx, NY 10458, USA",Initial,2026-02-13 11:15:02,Failed for Other R
5.0,40.746821,-73.896265,4Burros cafe,"38-09 69th St, Woodside, NY 11377, USA",Initial,2026-02-13 11:23:00,Failed for Rat Act
5.0,40.746821,-73.896265,4Burros cafe,"38-09 69th St, Woodside, NY 11377, USA",Initial,2026-02-13 11:23:00,Failed for Rat Act
3.9,40.797586,-73.940067,Kahlua’s Cafe,"2117 3rd Ave, New York, NY 10029, USA",Treatments,2026-02-13 12:01:00,Bait applied
3.9,40.797586,-73.940067,Kahlua’s Cafe,"2117 3rd Ave, New York, NY 10029, USA",Treatments,2026-02-13 12:01:00,Bait applied
4.5,40.699766,-73.928486,Rosie Pizza Bar,"128 Central Ave, Brooklyn, NY 11221, USA",Initial,2026-02-13 12:01:03,Rat Activity
4.9,40.734179,-73.955158,Little Armenia Cafe,"1035 Manhattan Ave, Brooklyn, NY 11222, USA",Initial,2026-02-13 12:08:00,Failed for Rat Act
4.9,40.838255,-73.93788,Niccolo Pizzeria,"2127 Amsterdam Ave, New York, NY 10032, USA",Treatments,2026-02-13 12:09:20,Bait applied
4.3,40.677658,-73.960656,Hagadda Passover Bakery,"814 Bergen St, Brooklyn, NY 11238, USA",Compliance,2026-02-13 12:10:00,Rat Activity
4.2,40.862256,-73.896879,Best Italian Pizza,"2498 Grand Concourse, Bronx, NY 10458, USA",Treatments,2026-02-13 12:15:42,Bait applied
4.8,40.806015,-73.941683,375º Chicken 'n Fries,"12 E 125th St, New York, NY 10035, USA",Initial,2026-02-13 12:22:30,Failed for Rat Act
3.6,40.832853,-73.942323,New Luck Garden,"1954 Amsterdam Ave, New York, NY 10032, USA",Treatments,2026-02-13 12:36:34,Bait applied
4.3,40.815128,-73.947773,Chez Jacob,"2479 Frederick Douglass Blvd, New York, NY 10027, USA",Treatments,2026-02-13 12:46:23,Bait applied
,40.653055,-73.959544,HYDRO Global,"2123 Caton Ave, Brooklyn, NY 11226, USA",Treatments,2026-02-13 13:00:32,Bait applied
,40.653055,-73.959544,HYDRO Global,"2123 Caton Ave, Brooklyn, NY 11226, USA",Treatments,2026-02-13 13:00:32,Bait applied
,40.653055,-73.959544,HYDRO Global,"2123 Caton Ave, Brooklyn, NY 11226, USA",Treatments,2026-02-13 13:00:32,Bait applied
,40.653055,-73.959544,HYDRO Global,"2123 Caton Ave, Brooklyn, NY 11226, USA",Treatments,2026-02-13 13:00:32,Bait applied
,40.653055,-73.959544,HYDRO Global,"2123 Caton Ave, Brooklyn, NY 11226, USA",Treatments,2026-02-13 13:00:32,Bait applied
,40.653055,-73.959544,HYDRO Global,"2123 Caton Ave, Brooklyn, NY 11226, USA",Treatments,2026-02-13 13:00:32,Bait applied
,40.653055,-73.959544,HYDRO Global,"2123 Caton Ave, Brooklyn, NY 11226, USA",Treatments,2026-02-13 13:00:32,Bait applied
3.9,40.794287,-73.939991,Indo Pak Halal,"2173 2nd Ave #2909, New York, NY 10029, USA",Initial,2026-02-13 13:02:57,Rat Activity
4.4,40.794239,-73.940053,Teddy's F&B Bar & Grill,"2171 2nd Ave, New York, NY 10029, USA",Initial,2026-02-13 13:08:57,Rat Activity
,40.710554,-73.953435,Dbz Foreign Shop,"176 Borinquen Pl, Brooklyn, NY 11211, USA",Compliance,2026-02-13 13:15:00,Rat Activity
4.0,40.794017,-73.94023,Treats By Trice,"2161 2nd Ave, New York, NY 10029, USA",Initial,2026-02-13 13:28:57,Rat Activity
4.3,40.699466,-73.937584,The House,"29 Locust St, Brooklyn, NY 11206, USA",Initial,2026-02-13 13:37:03,Rat Activity
4.0,40.674104,-73.957124,Banhmigos Park Place,"636 Park Pl, Brooklyn, NY 11238, USA",Treatments,2026-02-13 13:47:57,Bait applied
